super_opeid,name,region,state,fips,cz,czname,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,multi,hbcu,flagship,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
1664,"University Of Saint Francis of Joliet, IL",Midwest,IL,Illinois,24300,Chicago,17197,Will,60435,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,2561.2344,5087.4526,0,0,0,28790,14285,3.741554,.4437086,7541.5811,49950.789,988.70264,,16348,.37740132,44600,,17260740,11692482,.013995801,.044086773,.030090973,.0020993701,-3.2532158,13.635292,7.0881224,66.379311,.86206895,1.8456906,8.1386604,0
1409,University Of Saint Joseph,Northeast,CT,Connecticut,20901,Bridgeport,9003,Hartford,6117,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4318.9858,8090.8867,0,0,0,34755,17180,-1.3512434,.49390244,8193.6875,55256.918,965.37885,,20680,-4.4437118,49700,,18957000,7163386.5,.021189895,.079869598,.037489813,0,13.322286,17.152563,15.422886,2.9850745,15.920398,6.4878263,25.263645,0
3654,"University Of Saint Thomas of Houston, TX",South,TX,Texas,32000,Houston,48201,Harris,77006,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3796.2117,8156.0479,0,0,0,29440,12412,.42787772,.44594595,6833.0098,58524.793,1105.4686,1140,16940,-1.3110259,48800,,27604236,13059004,.11659664,.06039916,.28939074,.05777311,8.4906273,27.192167,0,18.545454,.72727275,11.981477,30.099258,0
2345,"University Of Saint Thomas of Saint Paul, MN",Midwest,MN,Minnesota,21501,Minneapolis,27123,Ramsey,55105,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5425.9937,10274.201,0,0,0,36682,17313,4.4715681,.70332998,9890.5254,57928.191,938.32635,,24273,.15309228,54300,,101469480,59872388,.047357835,.023587493,.018833425,.011153776,14.922578,37.752083,.45289856,2.9891305,1.6304348,10.439975,35.65815,0
10395,University Of San Diego,West,CA,California,38000,San Diego,6073,San Diego,92110,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,7802.0435,13267.113,0,0,0,42908,19120,.77360129,.67466408,11645.53,73984.031,1228.3861,1165,17932,-7.2880201,56300,,101683000,55391624,.067389943,.017942833,.12998122,.036511578,10.620072,37.624207,1.0194625,7.4142723,0,10.013665,26.317099,0
1325,University Of San Francisco,West,CA,California,37800,San Francisco,6075,San Francisco,94117,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,8028.4727,12367.21,0,0,0,41450,19060,1.04056,.67207789,12411.614,75624.086,1144.8137,1100,23039,.60184336,61000,,114312000,57758936,.22126929,.049099486,.10977702,.075900517,2.1487558,17.088005,7.9012346,19.012346,3.5390947,21.580509,19.450245,0
3167,University Of Science & Arts Of Oklahoma,South,OK,Oklahoma,33802,Chickasha,40051,Grady,73018,Selective public,Selective public,Public,Four-year,Public,Selective,2975.1748,6111.7202,0,0,0,6270,1538,.043687988,.21839081,5381.4663,48887.715,901.62769,,5027,-.3286652,30700,190.39581,5871387,4004924,.011355571,.042583391,.024840312,.024130588,12.625072,22.246256,.5847953,8.7719297,0,12.903691,45.357048,0
3384,University Of Scranton,Northeast,PA,Pennsylvania,18800,Scranton,42069,Lackawanna,18510,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6990.8994,8838.8145,0,0,0,39956,18660,.84671175,.7816456,9399.3164,62858.109,1124.3805,1100,23063,.86664844,56000,,48803904,32160824,.018639799,.0083123427,.021410579,.0070528965,2.9139848,16.593466,17.73667,3.5908597,8.9227419,15.202145,32.07262,0
3469,University Of Sioux Falls,Midwest,SD,South Dakota,26503,Sioux Falls,46099,Minnehaha,57105,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,2896.6973,5299.6377,0,0,0,25480,12100,.89024317,.5403226,6073.0542,40846.578,986.64545,,15872,-2.519979,36900,,7334764,2241955.3,.004672897,.014953271,.004672897,.0065420559,6.6658897,42.167892,0,9.090909,4.5454545,14.695065,22.712717,0
1057,University Of South Alabama,South,AL,Alabama,11001,Mobile,1097,Mobile,36688,Selective public,Selective public,Public,Four-year,Public,Selective,6076.061,8527.875,0,0,0,7188,2911,-1.1648902,.33901516,7212.2402,54189.141,1025.2391,950,10165,1.8315488,38300,23807.303,120593000,73802656,.027621318,.15153813,.014298094,.058167245,7.4842753,16.745905,27.906977,5.6771545,2.2571819,13.712468,29.520996,0
63,University Of South Carolina System,South,SC,South Carolina,8100,Columbia,45079,Richland,29208,Selective public,Selective public,Public,Four-year,Public,Selective,5584.9351,8420.9199,1,0,0,10372.989,3608.8394,-1.765846,.52181911,8192.8594,60577.402,1106.9498,1050.1914,9975.8447,.13942842,39789.398,9251.3662,185906688,119830760,.024241015,.20077425,.015144877,.018224228,7.0068507,23.545815,7.6686444,19.490221,4.0430675,11.583221,29.323259,0
72,"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",Midwest,SD,South Dakota,26501,Brookings,46011,Brookings,57007,Selective public,Selective public,Public,Four-year,Public,Selective,4003.2341,5376.5845,1,0,0,7921.0181,3606.3811,2.8134143,.44552302,7278.2144,49842.32,1002.4783,,11769.023,1.7082454,39422.004,5386.272,45059676,25846954,.0064690989,.0053148572,.0060202256,.011675133,6.2657905,14.303169,13.315364,6.1455526,2.0485175,28.315468,27.044184,.10781671
1537,University Of South Florida,South,FL,Florida,6700,Tampa,12057,Hillsborough,33620,Selective public,Selective public,Public,Four-year,Public,Selective,5519.5801,6594.4263,0,0,0,6307.0811,2388,3.6369469,.45882851,8065.6162,54990.672,1154.8207,1045,6919.5879,-.035564918,41700,6583.7666,316365632,210301984,.056054629,.11123284,.10064271,.015520012,8.955842,24.994143,3.2586558,9.4908352,5.5397148,13.957218,34.714764,0
1328,University Of Southern California,West,CA,California,38300,Los Angeles,6037,Los Angeles,90089,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,16417.785,35695.129,0,0,0,48280,24123,3.0481598,.76258481,13046.191,80955.242,1378.1907,1305,16403,.14019607,66100,,1352595968,509901632,.22604266,.061700094,.13740847,.069850363,11.391534,31.266983,7.0005245,1.1798637,2.0450971,23.357231,27.436548,0
1808,University Of Southern Indiana,Midwest,IN,Indiana,14700,Evansville,18163,Vanderburgh,47712,Selective public,Selective public,Public,Four-year,Public,Selective,2720,4269.5688,0,0,0,6957,2686,-.29412636,.3095082,6361.0029,47754.551,993.47211,945,9434,6.0174394,35500,1005.2081,45592064,24574816,.0063239257,.032673616,.0051528281,.0044501699,3.1498902,20.8654,24.583742,1.0773752,3.1341822,9.9242821,35.92453,0
2441,University Of Southern Mississippi,South,MS,Mississippi,2900,Hattiesburg,28035,Forrest,39406,Selective public,Selective public,Public,Four-year,Public,Selective,4763.7607,6058.8169,0,0,0,6980,2970,.57359457,.50772989,7108.2544,53993.934,1014.3648,,11555,7.7732816,36200,98.227943,96361888,71380400,.011035164,.22473854,.010129292,.013588076,4.5388741,23.973314,11.484028,3.4775577,6.1868176,9.7943802,35.889862,0
1538,University Of Tampa ,South,FL,Florida,6700,Tampa,12057,Hillsborough,33606,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4049.9863,5614.8345,0,0,0,26330,16032,-1.0120896,.48201439,8423.248,53668.66,1075.7408,1050,23253,1.7428509,44400,,41985040,12416617,.020263424,.068557918,.090509966,.056737587,-1.3912729,22.998848,8.5192699,2.0283976,0,18.964033,39.616886,0
51,University Of Tennessee System,South,TN,Tennessee,302,Knoxville,47093,Knox,37996,Selective public,Selective public,Public,Four-year,Public,Selective,5248.667,13177.745,1,0,0,9693.3076,3174.4885,-3.8553598,.52264559,8743.0518,61412.652,1126.4705,1085,6910.541,-1.1265022,39380.559,16344.488,613371392,376876192,.020699196,.095595174,.0099470699,.015551225,11.045121,21.574276,6.0922542,10.339426,3.951262,17.165565,24.636988,0
3599,University Of Texas - Pan American,South,TX,Texas,31600,Brownsville,48215,Hidalgo,78539,Selective public,Selective public,Public,Four-year,Public,Selective,2140.8972,4907.8271,0,0,0,5173,1985,,,7555.7593,,963.96259,,1117,.53102195,40500,,,,.0093867332,.0051850528,.84775615,.017879492,14.927816,16.156424,10.250896,28.387096,7.5268817,9.8570395,11.021694,0
3656,University Of Texas At Arlington,South,TX,Texas,33000,Fort Worth,48439,Tarrant,76013,Selective public,Selective public,Public,Four-year,Public,Selective,3647.6724,5326.1172,0,0,0,8878,2864,,,8270.8145,,1040.7416,1055,11240,-1.7324866,46400,,,,.11120461,.12932876,.11948994,.042527024,17.402407,33.120541,9.9545927,6.9856796,5.5186863,19.235041,14.791953,0
3658,University Of Texas At Austin,South,TX,Texas,31201,Austin,48453,Travis,78712,Highly selective public,Highly selective public,Public,Four-year,Public,Highly Selective,6253.8145,14019.749,0,0,1,9830,3575,.96783203,.49251384,10900.392,68552.258,1286.9326,1210,7667,-.037040457,52800,110218.19,3140478720,1513875584,.14923222,.034012891,.1350034,.035742361,6.430017,12.143162,3.4117045,9.0467672,.98389983,24.350962,33.22929,0
30646,University Of Texas At Brownsville,South,TX,Texas,31600,Brownsville,48061,Cameron,78520,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,8778.6133,3450.8262,0,0,0,5282,1876,,,7013.105,,,,7078,,29400,,,,.0031007752,.0022659511,.93941563,.0072748954,20.650133,22.856592,3.0425963,9.7363081,9.5334682,12.717609,18.986498,0
9741,University Of Texas At Dallas,South,TX,Texas,33100,Dallas,48085,Collin,75080,Highly selective public,Highly selective public,Public,Four-year,Public,Highly Selective,5132.1377,8145.4888,0,0,0,10864,3287,,,12421.8,,1256.0388,1170,8801,-1.7970692,49500,,,,.20625,.072713412,.081097558,.040091462,5.3045034,28.77091,3.1100478,13.636364,.71770334,32.059772,16.946104,0
3661,University Of Texas At El Paso,South,TX,Texas,30601,El Paso,48141,El Paso,79968,Selective public,Selective public,Public,Four-year,Public,Selective,3441.1892,4913.8452,0,0,0,7059,2541,,,8164.8569,,,,5303,-.34432006,39800,,,,.012736395,.024700888,.72473949,.1118487,6.0965466,27.99843,7.9701834,23.394495,7.1100917,18.769497,17.19388,0
10115,University Of Texas At San Antonio,South,TX,Texas,31301,San Antonio,48029,Bexar,78249,Selective public,Selective public,Public,Four-year,Public,Selective,2965.978,4683.3926,0,0,0,7457,2774,,,9273.3457,,1039.7142,985,8242,-3.9904647,44100,,,,.034568824,.05229003,.47192064,.016972421,10.3141,28.019718,1.5077424,18.907906,6.7644663,20.353235,17.018829,0
11163,University Of Texas At Tyler,South,TX,Texas,33300,Tyler,48423,Smith,75799,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,4378.0366,6285.4258,0,0,0,7312,2336,,,7291.6216,,1048.6432,1037,7113,-.0015275801,41600,,,,.0084550343,.089162186,.034204457,.0088393539,9.5639086,14.59426,20.647774,28.205128,3.5087719,11.535299,8.8211308,0
9930,University Of Texas Of The Permian Basin,South,TX,Texas,31401,Midland,48135,Ector,79762,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,2760.9492,5713.1572,0,0,0,5250,2104,,,7196.4326,,971.84003,950,5866,-.47668156,42400,,,,.0079171741,.037149817,.33739343,.0036540804,18.861076,16.282026,0,11.400652,0,13.654198,37.942249,0
3350,University Of The Arts ,Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19102,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Non-selective,9213.4766,10987.28,0,0,0,38410,17850,-.020374533,.59090906,6982.9995,47608.754,1009.6129,,29211,.070143268,31100,,25062040,17039932,.033808768,.079767562,.034337033,.024828315,99.071587,-1.0137677,0,0,0,-.017145095,2.0064297,0
1962,University Of The Cumberlands,South,KY,Kentucky,4401,London,21235,Whitley,40769,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3710.6372,3160.7322,0,0,0,20000,9920,.14627066,.37529692,5417.1167,31144.674,976.41968,990,15067,-1.0390111,33300,,12187705,5814663,.0019305019,.027027028,.011583012,.014157014,6.9808755,7.6135411,3.0769231,0,6.5384617,24.588751,46.132557,0
1441,University Of The District Of Columbia,South,DC,District of Columbia,11304,Washington DC,11001,District Of Columbia,20008,Selective public,Selective public,Public,Four-year,Public,Selective,6207.896,9733.6143,0,1,0,5251,2070,-11.106717,.19512194,8292.1016,54257.324,,,14969,,36200,1710.3046,56350640,37082224,.021964855,.75479233,.047324281,.061701279,9.0912743,11.294014,13.545816,1.1952192,9.9601593,30.194519,15.063151,.39840639
3578,University Of The Incarnate Word,South,TX,Texas,31301,San Antonio,48029,Bexar,78209,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4138.9731,5239.4258,0,0,0,26490,12670,-.67216468,.35148516,7613.3809,47700.895,959.16357,940,17449,-7.1413684,42700,,38776328,13891112,.016650017,.062271062,.54079252,.068265066,8.3258648,33.738621,11.552346,12.093863,0,3.9924436,28.683596,0
1094,University Of The Ozarks,South,AR,Arkansas,30000,Russellville,5071,Johnson,72830,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4580.0186,9218.0293,0,0,0,24440,9120,.17411637,.44545454,5487.7529,46064.684,1014.699,1010,13809,2.2720566,31100,,5202942,2346061,.0080385851,.020900322,.017684888,.14630225,3.201699,32.413513,0,9.4736843,0,19.014196,32.467396,0
1329,University Of The Pacific,West,CA,California,37400,Sacramento,6077,San Joaquin,95211,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,15354.965,17881.225,0,0,0,41342,20725,4.0727973,.68578553,10087.357,63738.469,1175.1841,1120,21617,.20153703,66400,,117693336,86893624,.25638539,.030714517,.093760103,.043970257,11.723304,22.896711,4.4883304,12.567325,.17953321,26.118074,23.541819,0
3353,University Of The Sciences In Philadelphia,Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19104,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,8932.6064,11941.168,0,0,0,36096,16132,1.6443816,.65789473,7999.5552,56003.871,1171.9341,1095,24241,1.6725982,85800,,30074850,18802630,.26343155,.074523397,.027729636,.036395147,1.9116296,-1.4260992,72.189346,0,0,24.609089,-5.2422614,0
3534,University Of The South ,South,TN,Tennessee,5700,Tullahoma,47051,Franklin,37383,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,12892.216,15551.104,0,0,0,35202,20130,1.3776118,.76438355,8385.8096,61114.629,,1220,7397,-5.5737276,38200,,24138872,18077926,.010830325,.036823105,.0093862815,.020938627,34.910072,1.079573,0,2.3809524,0,16.353161,38.584869,0
3131,University Of Toledo,Midwest,OH,Ohio,13501,Toledo,39095,Lucas,43606,Selective public,Selective public,Public,Four-year,Public,Selective,4916.6396,10361.45,0,0,0,9463,4680,-2.5349619,.43877551,8422.7295,59474.969,1042.4141,,12687,.49951211,40200,1875.1945,220352800,146597792,.01768025,.12576802,.023385581,.026959248,4.3732557,18.263184,12.869363,12.5972,8.5147743,17.976648,22.663391,.23328149
3185,University Of Tulsa ,South,OK,Oklahoma,30402,Tulsa,40143,Tulsa,74104,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,9143.2949,13055.974,0,0,0,34405,13810,2.078809,.62868369,9672.958,62969.918,1271.0348,1245,20539,-1.4608872,43200,,53142868,35485000,.022964509,.072373003,.031315241,.10020877,9.9690142,28.007875,7.2953734,4.8042707,0,30.252588,16.377522,0
3675,University Of Utah,West,UT,Utah,36100,Salt Lake City,49035,Salt Lake,84112,Selective public,Selective public,Public,Four-year,Public,Selective,6794.4224,11169.181,0,0,1,7835,2897,.11603458,.48833334,7763.8379,67822.633,1154.8834,,12299,-3.2473407,49300,11998.576,325607008,189052992,.038087025,.0063901003,.030276904,.025915407,16.6105,21.06575,6.9249792,5.7708163,.74196208,16.254236,32.514149,0
3696,University Of Vermont And State Agricultural College,Northeast,VT,Vermont,20200,Burlington,50007,Chittenden,5405,Selective public,Selective public,Public,Four-year,Public,Selective,8075.4458,13058.79,0,0,0,16226,8288,.32875493,.69727892,9562.0137,56829.938,1183.547,1135,10994,1.6338364,44000,21898.166,165316000,84689000,.014156417,.0041773035,.01160362,.010907403,18.229076,19.335455,8.7443943,1.0650225,1.0089686,24.650799,37.313942,0
3745,University Of Virginia,South,VA,Virginia,17600,Charlottesville,51540,Charlottesville City,22903,Other elite schools (public and private),Other elite schools (public and private),Public,Four-year,Public,Elite,9076.0391,14793.747,0,0,1,13208,4160,2.6165395,.91775966,12427.343,82684.305,1353.0519,1315,6591,-.7286585,58600,76405.703,335468192,220202352,.096557759,.093203031,.02289965,.038943991,19.876278,8.9819832,3.6717753,4.5657725,0,26.172325,36.083672,0
3747,University Of Virginia's College At Wise ,South,VA,Virginia,11203,Big Stone Gap,51195,Wise,24293,Selective public,Selective public,Public,Four-year,Public,Selective,4065.2588,4798.5234,0,0,0,8868,3375,.22117986,.43724698,6928.4941,51329.043,944.11212,950,6583,2.5790172,36500,11288.645,10609768,6303353,.0096751899,.043538354,.00552868,.0089841047,4.6025581,27.854464,4.5627375,14.068441,0,4.0054712,37.725395,0
3798,University Of Washington System,West,WA,Washington,39400,Seattle,53033,King,98195,Selective public,Selective public,Public,Four-year,Public,Selective,10495.733,23998.986,0,0,1,12328.353,4008.4717,-1.9749001,.70493531,10144.033,71800.57,1182.5504,1160,6209.3706,.68308198,52100,28187.084,992286592,455280992,.22328146,.026851472,.035517916,.023918899,17.345985,19.889051,5.5322838,8.695652,1.5600173,26.335644,27.477285,0
1024,University Of West Alabama,South,AL,Alabama,10802,Demopolis,1119,Sumter,35470,Selective public,Selective public,Public,Four-year,Public,Selective,3392.0662,5409.1255,0,0,0,8018,2894,-5.2281036,.31736526,6410.2666,42052.684,,,12131,.57332695,33800,206.85912,23956596,6869298,.0018808778,.39686519,.0043887147,.0075235111,3.1353927,21.003977,13.057324,6.3694267,0,15.832421,37.567009,3.5031848
3955,University Of West Florida ,South,FL,Florida,10900,Pensacola,12033,Escambia,32514,Selective public,Selective public,Public,Four-year,Public,Selective,3809.7158,4296.6299,0,0,0,5776,2398,1.466042,.39433551,7392.2241,50214.047,1024.5017,1065,9379,2.677701,36300,19.041037,50329256,33758192,.049459498,.090922549,.035391677,.014512069,7.329143,18.464661,2.4264705,14.117647,9.1911764,13.876062,31.693089,0
1601,University Of West Georgia,South,GA,Georgia,9600,LaGrange,13045,Carroll,30118,Selective public,Selective public,Public,Four-year,Public,Selective,3372.1726,4777.4092,0,0,0,5938,2394,.44417408,.31733745,5786.5552,50438.605,945.18671,995,11209,-3.2782378,36900,909.71106,52679552,30730088,.0087213395,.22337882,.0081586717,.010128006,11.331779,27.311916,10.21814,1.6073478,2.6406429,5.9272628,47.258507,0
83,University Of Wisconsin System,Midwest,WI,Wisconsin,23100,Madison,55025,Dane,53706,Highly selective public,Highly selective public,Public,Four-year,Public,Highly Selective,4878.7705,6751.7148,1,0,1,8418.1445,3376.0081,.35554382,.52323633,7559.9326,62052.234,1202.9503,,9081.5908,-1.2179284,42528.742,1936.2743,151173616,126674576,.02674878,.027517244,.019344259,.019879393,8.4579487,16.141088,6.1864004,7.6367092,4.1844983,17.989202,35.047516,0
3932,University Of Wyoming,West,WY,Wyoming,28704,Laramie,56001,Albany,82071,Selective public,Selective public,Public,Four-year,Public,Selective,6551.2422,11204.865,0,0,1,3968,2575,-.62089378,.54280967,8814.7354,54939.898,1073.1573,1095,8336,.52360296,46200,11453.023,143341408,76367512,.0097076027,.0094736842,.034035087,.014853802,3.6154265,19.099403,6.6147861,3.0572541,6.1700945,29.678246,35.605087,0
1893,Upper Iowa University,Midwest,IA,Iowa,22001,Waterloo,19065,Fayette,52142,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,1861.0264,3939.9939,0,0,0,26834,,-2.1865489,.60162604,5793.6675,38395.27,,,17757,-2.9258466,40300,,18879380,7799895.5,.13745271,.083648592,.024800336,0,1.4237562,52.965046,0,2.9411764,24.054623,-5.5552058,11.103535,0
3133,Urbana University,Midwest,OH,Ohio,12501,Dayton,39021,Champaign,43078,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,1985.1196,2001.9036,0,0,0,22012,11514,1.276063,.37864077,4984.0112,35455.977,,,15092,,37500,,5245985,2123065,.0022900763,.15648855,.0083969468,.0030534351,.52076143,53.910027,0,5.7692308,7.6923075,-1.2321633,32.02496,0
3385,Ursinus College,Northeast,PA,Pennsylvania,19700,Philadelphia,42091,Montgomery,19426,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,8260.1953,11303.665,0,0,0,46080,21360,-.79270464,.77675843,8772.2549,58871.063,,1205,17751,.20383963,51500,,20058516,9413613,.035405193,.076317862,.019669551,.034618411,8.876132,16.904253,0,7.8717203,0,26.538021,35.241177,0
3134,Ursuline College,Midwest,OH,Ohio,15200,Cleveland,39035,Cuyahoga,44124,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5037.897,7924.8867,0,0,0,27700,13500,-1.6572335,.41758242,5747.1143,40323.895,1031.569,990,12596,-1.1105545,42900,,11289255,5416573,.015748031,.23031496,.015748031,.0059055118,9.009244,30.705013,34.322033,2.118644,3.3898306,4.2316246,15.683969,0
38023,Uta Mesivta Of Kiryas Joel,Northeast,NY,New York,19300,Poughkeepsie,36071,Orange,10950,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Missing,,3813.1055,0,0,0,9000,,-.68894935,,2319.9854,,,,10155,,,,4218461,,,,,,,,,,,,,
30306,Utah College Of Massage Therapy,West,AZ,Arizona,35001,Phoenix,4013,Maricopa,85051,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,1350.1377,13413.759,0,0,0,,9991,,,,,,,17989.977,,24900,,9029638,1439286,.017774781,.0037369896,.028900597,0,-.8355813,1.7811974,0,0,0,3.1959972,.89218026,100
3677,Utah State University,West,UT,Utah,36200,Logan,49005,Cache,84322,Selective public,Selective public,Public,Four-year,Public,Selective,4133.8984,5593.1226,0,0,0,6384,2403,2.0129168,.56670111,8205.2676,55620.316,1049.8314,,9895,-.3846406,42400,3686.0298,153777616,91878720,.012009161,.0046360944,.018153382,.024353459,7.748476,20.343092,4.6834979,5.1591659,1.7929016,26.761738,33.25684,1.1342846
4027,Utah Valley University,West,UT,Utah,36000,Provo,49049,Utah,84058,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,1750.2844,3226.2004,0,0,0,5270,1682,.86695421,.3828125,7097.0854,47428.961,,,8211,,43500,1341.2826,99867072,39377624,.013797384,.0023870906,.025589611,.022247685,.8539179,16.408657,8.204896,58.522213,1.6772439,7.069149,2.7102201,5.6210337
2883,Utica College,Northeast,NY,New York,17700,Syracuse,36065,Oneida,13502,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4927.2363,6510.1304,0,0,0,33736,17104,.19409397,.55621302,7906.0415,48543.617,,,18883,-2.3735311,44700,,23192584,9783355,.019486692,.082224332,.0384981,.020437263,2.1965799,15.302338,32.997482,.50377834,3.7783375,11.499977,31.202662,0
1599,Valdosta State University,South,GA,Georgia,8503,Valdosta,13185,Lowndes,31698,Selective public,Selective public,Public,Four-year,Public,Selective,4618.6621,4447.5303,0,0,0,6142,2434,-1.087604,.30289775,5995.9136,51272.73,1014.869,,13421,2.3119717,38000,729.00659,53700272,39637984,.011494253,.21919273,.013632718,.018310612,12.628921,21.173958,8.5339165,5.7622175,6.6374907,8.8621359,39.154453,.14587893
6750,Valencia College,South,FL,Florida,7400,Orlando,12095,Orange,32801,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,1410.8306,1717.7665,0,0,0,2474,1480,,.30127504,6093.0054,46875.254,,,5923,,32100,1447.1887,73380888,39021424,.054815888,.13404679,.17892255,.029602757,.80481988,2.9892666,13.56739,73.013985,4.5224633,1.8394219,-3.2667992,.89259148
3008,Valley City State University,Midwest,ND,North Dakota,26803,Jamestown,38003,Barnes,58072,Selective public,Selective public,Public,Four-year,Public,Selective,3795.7476,7084.749,0,0,0,6674,3173,.99834836,.45454547,5796.3306,37085.258,895.56683,,8654,-1.7521338,36700,557.63605,9080505,4336735,.0045871558,.0082568806,.0082568806,.04587156,1.9808619,9.6686716,0,12.857142,0,8.5936165,62.291676,0
3306,Valley Forge Christian College,Northeast,PA,Pennsylvania,19700,Philadelphia,42029,Chester,19460,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Missing,2196.0969,4510.5674,0,0,0,20394,7372,-.30816531,.37078652,4736.4775,38521.73,920.27417,,20268,2.5222597,28500,,5098969,1289072.8,.014563107,.043689322,.067961164,.0032362461,2.8730109,-1.731788,0,0,97.101448,3.2100098,3.4295242,0
1842,Valparaiso University,Midwest,IN,Indiana,14900,Gary,18127,Porter,46383,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6611.0542,9959.3965,0,0,0,34760,17636,1.1444021,.73018295,7274.6221,54210.828,1109.6726,1180,13980,5.1811452,48100,,41004000,23358524,.018126888,.032896947,.022155086,.038939241,7.5665503,9.5780602,6.060606,7.9744816,2.3923445,23.240538,34.233147,0
9903,Vance - Granville Community College,South,NC,North Carolina,1702,Henderson,37181,Vance,27537,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3245.9648,3846.3003,0,0,0,1838,808,.97015756,.12772585,4855.8965,34796.055,,,7411,,24900,964.66107,15053023,10320154,.0011494253,.50574714,.0097701149,.014655173,-3.5596044,29.063669,14.806867,8.3690987,11.802575,4.4829421,-3.1139872,30.901287
3535,Vanderbilt University,South,TN,Tennessee,5600,Nashville,47037,Davidson,37240,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,19899.961,69296.961,0,0,0,43838,24712,1.424298,.84309894,12871.988,75856.898,1504.5377,1315,7411,-5.2982311,60900,,823430848,197961120,.059477676,.047683235,.032350462,.026790228,13.490316,-.78968883,0,5.1862674,0,31.325455,43.821083,0
1293,Vanguard University Of Southern California,West,CA,California,38300,Los Angeles,6059,Orange,92626,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6141.9697,5180.3506,0,0,0,30050,14018,.23999789,.51776648,7714.5503,47887.219,958.29456,990,18985,.31243786,38800,,10792600,9443689,.026530612,.040136054,.1,.012244898,9.8301926,32.189941,0,4.2857141,12.380953,4.882329,42.207714,0
2895,Vassar College,Northeast,NY,New York,19300,Poughkeepsie,36027,Dutchess,12604,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,14721.438,24881.898,0,0,0,49570,24940,-2.0742545,.87622148,11067.349,70794.273,1405.9619,1350,4456,2.2422547,47100,,59427232,31977334,.087916665,.054583333,.048749998,.040416665,43.038147,1.12924,0,9.1549301,0,9.4373007,38.65332,0
78,Vatterott College,Midwest,MO,Missouri,24701,St. Louis,29189,St Louis,63134,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,19047.74,2506.1184,1,0,0,12538.094,7473.1177,-.47037333,,4141.5615,26513.902,,,17286.359,,29762.619,,45294944,9914903,.011958146,.12070254,.019058296,0,-1.8171831,16.649282,2.7552674,0,0,49.418526,-5.3808093,31.982712
